DG132	0.21049334	DG133	0.43394671
DG139	0.66998087	DG161	0.58754028
DG179	0.21258469	DG180	0.10069582
DG185	0.26814957	DG184	0.29120693
DG193	0.21073517	DG184	0.29120693
DG221	0.25563910	DG220	0.20426065
DG222	0.29155017	DG220	0.20426065
DG224	0.62402717	DG225	0.64985380
DG231	0.09022556	DG232	0.06474020
DG236	0.13411725	DG237	0.18387433
DG242	0.70676692	DG243	0.87482041
DG33	0.69172932	DG34	0.85551049
