DG132	0.21527778	DG133	0.44000545
DG139	0.65972222	DG161	0.62322772
DG179	0.28928723	DG180	0.15277778
DG185	0.23611111	DG184	0.29861111
DG193	0.18750000	DG184	0.29861111
DG221	0.27083333	DG220	0.26881720
DG222	0.29861111	DG220	0.26881720
DG224	0.60416667	DG225	0.59326775
DG231	0.10416667	DG232	0.06819358
DG236	0.14583333	DG237	0.20436508
DG242	0.73611111	DG243	0.87384259
DG33	0.67361111	DG34	0.88194444
