DG132	0.24285933	DG133	0.42206264
DG139	0.62741446	DG161	0.58176416
DG179	0.21850401	DG180	0.14519671
DG185	0.25060927	DG184	0.28672298
DG193	0.22660616	DG184	0.28672298
DG221	0.27449603	DG220	0.23682933
DG222	0.30431722	DG220	0.23682933
DG224	0.61218773	DG225	0.60632882
DG231	0.09073144	DG232	0.10169392
DG236	0.19937992	DG237	0.18375620
DG242	0.70209767	DG243	0.86246623
DG33	0.71561420	DG34	0.87763354
