DG132	0.25053162	DG133	0.41849405
DG139	0.61109362	DG161	0.58010906
DG179	0.21323024	DG180	0.16681766
DG185	0.25319171	DG184	0.28217835
DG193	0.22348021	DG184	0.28217835
DG221	0.26251773	DG220	0.24293396
DG222	0.29899258	DG220	0.24293396
DG224	0.62041095	DG225	0.60419574
DG231	0.08888992	DG232	0.10319404
DG236	0.20249422	DG237	0.18024696
DG242	0.72451449	DG243	0.85881626
DG33	0.72751141	DG34	0.88205347
