DG132	0.2680512	DG133	0.4443061
DG139	0.6260887	DG161	0.6051774
DG179	0.2423311	DG180	0.1432591
DG185	0.2421973	DG184	0.2899089
DG193	0.2038442	DG184	0.2899089
DG221	0.2771952	DG220	0.2327128
DG222	0.3118089	DG220	0.2327128
DG224	0.6314242	DG225	0.6002993
DG231	0.1114307	DG232	0.1235488
DG236	0.2129037	DG237	0.1927296
DG242	0.6979008	DG243	0.8473523
DG33	0.7133739	DG34	0.8758496
