"SampleID"	"obsMND"	"expMND"	"fdr"	"Sex"	"Population"	"Superpopulation"	"macroHap"	"FatherID"	"MotherID"	"deltaMother"	"motherObsMND"	"deltaFather"	"fatherObsMND"	"prop"
"HG01110"	0.826578543059334	0.83786835758818	0.800643651383471	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.98652555090952
"HG01112"	0.911734164070613	0.913381831051525	0.999484890075607	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.998196080844946
"HG01113"	0.727062370952413	0.714632974398291	0.833408875722437	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01739269946868
"HG01114"	0.932502596053998	0.93251119457455	0.999484890075607	"Women"	"CLM"	"AMR"	"A"	"HG01112"	"HG01113"	0.282562037741645	0.727062370952413	0.0227790432801819	0.911734164070613	0.999990779177127
"HG01124"	0.698990053328657	0.688212959492214	0.887891276736981	"Men"	"CLM"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	1.01565953341593
"HG01125"	0.753132062830291	0.752295164355205	0.999484890075607	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00111246026126
"HG01126"	0.687395718601075	0.684471709177747	0.999484890075607	"Men"	"CLM"	"AMR"	"A"	"HG01124"	"HG01125"	-0.0872839538688299	0.753132062830291	-0.0165872671182773	0.698990053328657	1.00427192151863
"HG01133"	0.862928348909657	0.849754405989353	0.756204802669862	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01550323579078
"HG01134"	0.755997091037901	0.771426065992654	0.775523041097697	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.97999941195285
"HG01135"	0.845670164172544	0.836837876304491	0.869295194815969	"Men"	"CLM"	"AMR"	"A"	"HG01133"	"HG01134"	0.118615632517225	0.755997091037901	-0.0199995570419261	0.862928348909657	1.01055435959359
"HG01136"	0.703974966088704	0.727785556894893	0.614106045157283	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.967283507373
"HG01137"	0.611337812382668	0.61749482835174	0.956890391016199	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.990029040428554
"HG01138"	0.688493155836859	0.685274663903183	0.999484890075607	"Men"	"CLM"	"AMR"	"B"	"HG01136"	"HG01137"	0.126207379768448	0.611337812382668	-0.0219919897689861	0.703974966088704	1.00469664516027
"HG01139"	0.706964420522629	0.708898170104029	0.999484890075607	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.997272175803308
"HG01140"	0.705602360538395	0.718691668383861	0.800643651383471	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.981787310996801
"HG01141"	0.737279335410176	0.732150489898878	0.965940048431231	"Women"	"CLM"	"AMR"	"B"	"HG01139"	"HG01140"	0.0448935216821143	0.705602360538395	0.0428803968170522	0.706964420522629	1.00700517937509
"HG01148"	0.725172732546465	0.734082193137081	0.914631946445735	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.987863129396258
"HG01149"	0.536935892771047	0.539151510242464	0.999484890075607	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.995890547593159
"HG01150"	0.782936325150974	0.775816839397264	0.92118296157548	"Women"	"CLM"	"AMR"	"B"	"HG01148"	"HG01149"	0.45815605865042	0.536935892771047	0.079654942901218	0.725172732546465	1.00917676104999
"HG01171"	0.838702217945437	0.860163457302474	0.614106045157283	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.975049812713108
"HG01172"	0.850977700336168	0.840560236689913	0.798261337546992	"Men"	"PUR"	"AMR"	"A"	"HG01170"	"HG01171"	0.0146362822561768	0.838702217945437	-0.0320050388943691	0.87911377076198	1.01239347662611
"HG01174"	0.859201411115378	0.85020360615967	0.83356014147468	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01058311784438
"HG01175"	0.935617860851506	0.944095060843078	0.785818395655296	"Women"	"PUR"	"AMR"	"A"	"HG01173"	"HG01174"	0.0889389248522379	0.859201411115378	4.33317625830629	0.175433515701699	0.991020819467055
"HG01177"	0.812227123005369	0.807644055882718	0.958171606758694	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00567461258369
"HG01178"	0.88393769470405	0.893197862083963	0.806202953113856	"Men"	"PUR"	"AMR"	"A"	"HG01176"	"HG01177"	0.088288816843915	0.812227123005369	0.00289637324087552	0.881384875136791	0.989632568803615
"HG01182"	0.835760548876888	0.823796524912167	0.796308701780235	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01452303281565
"HG01183"	0.836853085559404	0.847695237567478	0.813393525010987	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.98720984673786
"HG01184"	0.844297334717896	0.825369059169612	0.619801930116896	"Women"	"PUR"	"AMR"	"A"	"HG01182"	"HG01183"	0.00889552692933576	0.836853085559404	0.0102143919720539	0.835760548876888	1.02293310530362
"HG01187"	0.719414459714966	0.709139885870223	0.87820411502917	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01448878288962
"HG01190"	0.784656900596061	0.784390911803925	0.999484890075607	"Men"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.00033910233805
"HG01191"	0.7787103721118	0.764497829581932	0.796308701780235	"Women"	"PUR"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01859069048978
"HG01192"	0.776624415042696	0.781877693484408	0.956890391016199	"Men"	"PUR"	"AMR"	"B"	"HG01190"	"HG01191"	-0.00267873286886828	0.7787103721118	-0.010236939925289	0.784656900596061	0.993281201797303
"HG01198"	0.855046497019147	0.846628650271685	0.842005150344008	"Women"	"PUR"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00994278512162
"HG01199"	0.875389408099688	0.877154522074469	0.999484890075607	"Men"	"PUR"	"AMR"	"B"	"HG01197"	"HG01198"	0.023791584611434	0.855046497019147	2.39593092412547	0.257775975913032	0.997987681838992
"HG01204"	0.840193378358161	0.860584379746733	0.614106045157283	"Men"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.976305633859433
"HG01248"	0.871235721703012	0.880567150395442	0.813393525010987	"Women"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.989402933452332
"HG01250"	0.653074331506284	0.668570668860069	0.789567967932808	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.976821691295243
"HG01251"	0.72847317826001	0.733440897066223	0.956890391016199	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.993226831465106
"HG01252"	0.683807747010662	0.705103082580974	0.647293294123862	"Men"	"CLM"	"AMR"	"A"	"HG01250"	"HG01251"	-0.0613137622390343	0.72847317826001	0.0470595979993467	0.653074331506284	0.969798266244473
"HG01253"	0.818661733332288	0.816342040372153	0.999484890075607	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00284156988788
"HG01254"	0.700191018294167	0.695792977414883	0.956890391016199	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00632090438111
"HG01255"	0.792881099568767	0.794731391961995	0.999484890075607	"Men"	"CLM"	"AMR"	"B"	"HG01253"	"HG01254"	0.132378278002501	0.700191018294167	-0.0314911919219475	0.818661733332288	0.997671801552144
"HG01256"	0.819846656336003	0.83111738809668	0.800643651383471	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.986439061530781
"HG01257"	0.712001593194782	0.703816010932065	0.914631946445735	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01163028708579
"HG01258"	0.846142485580301	0.85705143720665	0.798261337546992	"Men"	"CLM"	"AMR"	"B"	"HG01256"	"HG01257"	0.188399708185515	0.712001593194782	0.0320740824409986	0.819846656336003	0.987271532194259
"HG01259"	0.850415788788073	0.847512287516386	0.988780509606966	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00342591053186
"HG01271"	0.729270406619733	0.729265312585899	0.999484890075607	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00000698515855
"HG01274"	0.757009345794392	0.747911381113675	0.87820411502917	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01216449556787
"HG01275"	0.963246168853645	0.959195770991621	0.879820549381761	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00422270195983
"HG01276"	0.73270502254295	0.703111026365965	0.614106045157283	"Women"	"CLM"	"AMR"	"A"	"HG01274"	"HG01275"	-0.23933772462865	0.963246168853645	-0.0321057109617822	0.757009345794392	1.04209007548913
"HG01277"	0.623801697684986	0.621136702152266	0.999484890075607	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00429051370413
"HG01278"	0.587464631181111	0.610453929251423	0.678562727031521	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.962340650180593
"HG01279"	0.661379071627219	0.654655747635503	0.94940193901358	"Women"	"CLM"	"AMR"	"B"	"HG01277"	"HG01278"	0.125819388134908	0.587464631181111	0.0602392941245393	0.623801697684986	1.01027001445569
"HG01341"	0.37975752588266	0.3918873380142	0.844469628196356	"Men"	"CLM"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.969047705922306
"HG01342"	0.792060166966917	0.79680545292169	0.951229879000783	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.994044611595751
"HG01343"	0.415119636588792	0.425046651491598	0.914631946445735	"Women"	"CLM"	"AMR"	"A"	"HG01341"	"HG01342"	-0.475898859832285	0.792060166966917	0.0931176034601036	0.37975752588266	0.976644881525427
"HG01344"	0.563035054257097	0.595422090152178	0.614106045157283	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.94560659332138
"HG01345"	0.77261955121127	0.767384927136141	0.956890391016199	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00682137984475
"HG01346"	0.586643676998766	0.5879461858722	0.999484890075607	"Women"	"CLM"	"AMR"	"B"	"HG01344"	"HG01345"	-0.240708216509589	0.77261955121127	0.0419309997897381	0.563035054257097	0.997784646104131
"HG01347"	0.798221172895379	0.77340310992233	0.614106045157283	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.03208942743396
"HG01348"	0.584869080617642	0.601170675378637	0.796308701780235	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.972883582934701
"HG01349"	0.859741468829448	0.829247352224162	0.31202523382939	"Women"	"CLM"	"AMR"	"A"	"HG01347"	"HG01348"	0.469972507217395	0.584869080617642	0.0770717415461652	0.798221172895379	1.0367732456709
"HG01350"	0.612182958296871	0.590302192302474	0.678562727031521	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.0370670586688
"HG01351"	0.691960604447968	0.704066760494109	0.844469628196356	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.982805386185757
"HG01352"	0.648953990003186	0.641312792065608	0.92118296157548	"Women"	"CLM"	"AMR"	"A"	"HG01350"	"HG01351"	-0.0621518250726024	0.691960604447968	0.0600654284931642	0.612182958296871	1.0119149314221
"HG01353"	0.805267687703204	0.794376433981731	0.813393525010987	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01371044413652
"HG01354"	0.842878821258215	0.852746074467426	0.841509558322488	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.988428849449264
"HG01355"	0.739381582998339	0.741883876363474	0.999484890075607	"Women"	"CLM"	"AMR"	"A"	"HG01353"	"HG01354"	-0.12279017534855	0.842878821258215	-0.0818188854600456	0.805267687703204	0.996627109113896
"HG01356"	0.68964858779656	0.71240615451439	0.659278221465625	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.968055347958999
"HG01357"	0.725856697819315	0.726445092204883	0.999484890075607	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.999190035982235
"HG01358"	0.675799451500386	0.688317627769998	0.842005150344008	"Men"	"CLM"	"AMR"	"A"	"HG01356"	"HG01357"	-0.0689629874179241	0.725856697819315	-0.0200814393609103	0.68964858779656	0.98181337254115
"HG01359"	0.736240913811007	0.744660066902955	0.914631946445735	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.988693964580425
"HG01360"	0.787545430944964	0.785901084432451	0.999484890075607	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00209230721917
"HG01361"	0.679127725856698	0.687088605606762	0.914631946445735	"Women"	"CLM"	"AMR"	"B"	"HG01359"	"HG01360"	-0.13766533437719	0.787545430944964	-0.0775740479548659	0.736240913811007	0.988413605341288
"HG01366"	0.73680488416228	0.732411137074057	0.965940048431231	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00599901730847
"HG01367"	0.687538212915703	0.700474587203169	0.829478590588633	"Women"	"CLM"	"AMR"	"B"	"HG01365"	"HG01366"	-0.0668652886341702	0.73680488416228	-0.18975246234815	0.848553288922338	0.981531986279305
"HG01374"	0.742307482100891	0.759420807925578	0.728014947323974	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.977465292435911
"HG01375"	0.723707257659979	0.718949411619352	0.956890391016199	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00661777583198
"HG01376"	0.718443555061184	0.741070607574258	0.647293294123862	"Women"	"CLM"	"AMR"	"A"	"HG01374"	"HG01375"	-0.00727324832393471	0.723707257659979	-0.0321483045976668	0.742307482100891	0.969467076035928
"HG01377"	0.680672378556656	0.652063672325312	0.614106045157283	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.0438740991801
"HG01383"	0.747757530625291	0.758800835902396	0.837977740291323	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.985446371755809
"HG01384"	0.773719640457728	0.751994062121816	0.647293294123862	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.02889062484697
"HG01385"	0.762554078352521	0.786322782809175	0.614106045157283	"Women"	"CLM"	"AMR"	"A"	"HG01383"	"HG01384"	-0.014431018060498	0.773719640457728	0.0197878953019118	0.747757530625291	0.969772331444169
"HG01390"	0.718170156266793	0.742414293050028	0.614106045157283	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.967344194460974
"HG01391"	0.831842109320062	0.833886961681177	0.991588399097015	"Women"	"CLM"	"AMR"	"B"	"HG01389"	"HG01390"	0.158279973153104	0.718170156266793	-0.132298832187821	0.958673492877125	0.997547806291403
"HG01431"	0.746416915745507	0.71813480846206	0.614106045157283	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.03938272724033
"HG01432"	0.701493546576932	0.717726226821401	0.765583101759163	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.977383186460444
"HG01433"	0.79588320967998	0.781933991057981	0.785818395655296	"Men"	"CLM"	"AMR"	"B"	"HG01431"	"HG01432"	0.134555283599741	0.701493546576932	0.0662716678721927	0.746416915745507	1.01783938130522
"HG01437"	0.853045233967227	0.868587506053386	0.678562727031521	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.982106267960521
"HG01455"	0.589474271280366	0.611291935525029	0.678562727031521	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.96430892839127
"HG01461"	0.635046673026643	0.623614231191548	0.879820549381761	"Men"	"CLM"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.01833255442752
"HG01462"	0.631386061877703	0.65116578862342	0.701770831620981	"Women"	"CLM"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.969624130918284
"HG01463"	0.661602919118495	0.642527288313195	0.747423398828472	"Women"	"CLM"	"AMR"	"C"	"HG01461"	"HG01462"	0.0478579732199481	0.631386061877703	0.0418177863451901	0.635046673026643	1.02968843682169
"HG01465"	0.841121495327103	0.831895780584638	0.833408875722437	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01108998862331
"HG01466"	0.698857736240914	0.672391948157617	0.614106045157283	"Women"	"CLM"	"AMR"	"B"	"HG01464"	"HG01465"	-0.169135802469136	0.841121495327103	-0.13677133787274	0.809585880198549	1.03936065587313
"HG01488"	0.846119748938682	0.836737667529965	0.833408875722437	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01121269159116
"HG01491"	0.852298125526243	0.851528943626966	0.999484890075607	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00090329507298
"HG01492"	0.76539979231568	0.788917193108793	0.614106045157283	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.970190279792939
"HG01493"	0.85877466251298	0.848167386854553	0.796308701780235	"Women"	"CLM"	"AMR"	"A"	"HG01491"	"HG01492"	0.121994898789819	0.76539979231568	0.00759891027888695	0.852298125526243	1.01250611120261
"HG01494"	0.58056529789616	0.571409087249689	0.879820549381761	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01602391500377
"HG01495"	0.587942395428596	0.615503190417797	0.614106045157283	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.955222336101145
"HG01496"	0.642224124674007	0.620000111616654	0.678562727031521	"Women"	"CLM"	"AMR"	"A"	"HG01494"	"HG01495"	0.0923249108543046	0.587942395428596	0.106204809349241	0.58056529789616	1.03584517589748
"HG01497"	0.65234048130337	0.647690141674958	0.956890391016199	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00717988329479
"HG01498"	0.66181114662423	0.650977242156048	0.870044208648236	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01664252414155
"HG01499"	0.633631879543095	0.603407993843246	0.614106045157283	"Men"	"CLM"	"AMR"	"B"	"HG01497"	"HG01498"	-0.0425790155165454	0.66181114662423	-0.0286791978981526	0.65234048130337	1.05008863987258
"HG01550"	0.756852549980658	0.751371827967498	0.956890391016199	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00729428734104
"HG01565"	0.315036696147177	0.322870707303817	0.914631946445735	"Men"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.975736383080215
"HG01566"	0.54946208681402	0.526319090737961	0.659278221465625	"Women"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.0439714167381
