"SampleID"	"obsMND"	"expMND"	"fdr"	"Sex"	"Population"	"Superpopulation"	"macroHap"	"FatherID"	"MotherID"	"deltaMother"	"motherObsMND"	"deltaFather"	"fatherObsMND"	"prop"
"HG01083"	0.801693819328059	0.802154875861182	0.989526681022476	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.999425227537727
"HG01084"	0.806853582554517	0.819951922995501	0.814817011327328	"Women"	"PUR"	"AMR"	"A"	"HG01082"	"HG01083"	0.00643607709335113	0.801693819328059	-0.0714562315767683	0.868945126759768	0.984025477502227
"HG01085"	0.876643087422987	0.864947796159521	0.743055434679078	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01352138396721
"HG01086"	0.779812083596176	0.797273871524442	0.658804423438159	"Women"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.978098130953574
"HG01087"	0.793354101765317	0.813536077594814	0.608078686763279	"Women"	"PUR"	"AMR"	"C"	"HG01085"	"HG01086"	0.0173657454840786	0.779812083596176	-0.0950090029255923	0.876643087422987	0.975192279254333
"HG01097"	0.797732329975321	0.798041631668387	0.985210457722732	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.999612424113239
"HG01100"	0.834303787040124	0.831467227526083	0.959582565368478	"Women"	"PUR"	"AMR"	"C"	"HG01247"	"HG01248"	-0.0358208418466111	0.865299545198629	0.0264828168080107	0.812779106848088	1.00341151090522
"HG01101"	0.799630379369282	0.819993701468852	0.562575178230293	"Men"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	0.975166489616818
"HG01102"	0.89190277743529	0.887179729670384	0.936131424103806	"Women"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.00532366510071
"HG01103"	0.877883376893725	0.86205493727754	0.599741021685913	"Women"	"PUR"	"AMR"	"C"	"HG01101"	"HG01102"	-0.0157185299746219	0.89190277743529	0.0978614614244226	0.799630379369282	1.01836128874358
"HG01104"	0.861662641513022	0.855024126996329	0.904541442426065	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00776412537037
"HG01105"	0.897900954232431	0.892287195119048	0.907902711132538	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00629142628527
"HG01106"	0.925144250304754	0.89215026024403	0.00493638969836311	"Men"	"PUR"	"AMR"	"A"	"HG01104"	"HG01105"	0.03034109268278	0.897900954232431	0.0736733911084539	0.861662641513022	1.03698254826681
"HG01107"	0.868120456905504	0.871711970934593	0.94627510391414	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.995879930356768
"HG01110"	0.851003920824338	0.852657906828628	0.984353102267515	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.998060199769398
"HG01112"	0.916747561750846	0.924925575885691	0.830136782110538	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.991158192239398
"HG01113"	0.741009884442279	0.71924724175605	0.562575178230293	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.03025752679022
"HG01114"	0.733654318540106	0.713544173232646	0.639795967078632	"Women"	"CLM"	"AMR"	"A"	"HG01112"	"HG01113"	-0.0099264072674407	0.741009884442279	-0.199720458335401	0.916747561750846	1.02818346230249
"HG01124"	0.718898773949624	0.705999890674853	0.830136782110538	"Men"	"CLM"	"AMR"	"D"	"0"	"0"	NA	NA	NA	NA	1.01827037573964
"HG01125"	0.704679728885798	0.719709350906953	0.814817011327328	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.979117094974222
"HG01126"	0.714352563849784	0.717497088652048	0.984353102267515	"Men"	"CLM"	"AMR"	"A"	"HG01124"	"HG01125"	0.0137265690603588	0.704679728885798	-0.00632385290471821	0.718898773949624	0.995617369252087
"HG01133"	0.87294558864423	0.876146484730959	0.94627510391414	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.996346619951672
"HG01134"	0.782968316066556	0.787717337801508	0.945234320619049	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.993971160076016
"HG01135"	0.75413669633146	0.754598405472323	0.999013581564619	"Men"	"CLM"	"AMR"	"A"	"HG01133"	"HG01134"	-0.0368234820534478	0.782968316066556	-0.136101142910054	0.87294558864423	0.999388139257234
"HG01136"	0.739183769149689	0.725505547051395	0.821309357767603	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01885336666809
"HG01137"	0.594971674572758	0.59256114443097	0.984353102267515	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00406798549727
"HG01138"	0.633475999053002	0.615167401285676	0.740791951713058	"Men"	"CLM"	"AMR"	"B"	"HG01136"	"HG01137"	0.064716231252341	0.594971674572758	-0.143006075766906	0.739183769149689	1.02976197654339
"HG01139"	0.690616284954386	0.704917414730865	0.830136782110538	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.979712332994442
"HG01140"	0.758646723026333	0.768294415571083	0.861032719057655	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.987442714213172
"HG01141"	0.765316718587746	0.771830298420452	0.922954920394689	"Women"	"CLM"	"AMR"	"B"	"HG01139"	"HG01140"	0.00879196516503248	0.758646723026333	0.108164888753375	0.690616284954386	0.991560865327475
"HG01148"	0.717782249095129	0.711557474852737	0.94446696768884	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00874809760614
"HG01149"	0.579342460186306	0.575601110981795	0.984353102267515	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00649989920647
"HG01150"	0.554588255906583	0.548611731803737	0.94576698889695	"Women"	"CLM"	"AMR"	"B"	"HG01148"	"HG01149"	-0.0427281029458173	0.579342460186306	-0.227358636124363	0.717782249095129	1.01089390502678
"HG01171"	0.869366368314562	0.85215447970777	0.585550718579813	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.02019808499123
"HG01172"	0.864389362950923	0.858225838793224	0.922954920394689	"Men"	"PUR"	"AMR"	"A"	"HG01170"	"HG01171"	-0.0057248653099929	0.869366368314562	-0.0160758288740291	0.87851217432919	1.0071817042544
"HG01174"	0.865713730066122	0.844709564320106	0.522721610607582	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.02486554744165
"HG01175"	0.84390627063666	0.829927592317162	0.709276232610934	"Women"	"PUR"	"AMR"	"A"	"HG01173"	"HG01174"	-0.0251901508224852	0.865713730066122	6.47628257105591	0.112877792220402	1.01684325048221
"HG01177"	0.782485815972626	0.80022019569035	0.666169888858995	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.977838125289472
"HG01178"	0.813046549641278	0.810485693276813	0.976922037009345	"Men"	"PUR"	"AMR"	"A"	"HG01176"	"HG01177"	0.0390559586446493	0.782485815972626	-0.0662898052793357	0.870769703745727	1.00315965646983
"HG01182"	0.847412599515403	0.83461464434101	0.807424727287411	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01533396910918
"HG01183"	0.832320087052331	0.833742409616587	0.984353102267515	"Women"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.99829405035914
"HG01184"	0.839390287789398	0.846513142386333	0.897131426708709	"Women"	"PUR"	"AMR"	"A"	"HG01182"	"HG01183"	0.00849456939349613	0.832320087052331	-0.00946683083375536	0.847412599515403	0.991585653854286
"HG01187"	0.736113097164817	0.721925170587563	0.814817011327328	"Men"	"PUR"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01965290469884
"HG01190"	0.801625621632789	0.798556312320638	0.984353102267515	"Men"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.00384357278854
"HG01191"	0.77005573036389	0.785064153876669	0.780016544450053	"Women"	"PUR"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.980882551523125
"HG01192"	0.779045004136086	0.786133379407366	0.929095027218076	"Men"	"PUR"	"AMR"	"B"	"HG01190"	"HG01191"	0.0116735366256511	0.77005573036389	-0.0281685326508273	0.801625621632789	0.990983240939821
"HG01198"	0.866158002049852	0.859718853972384	0.904541442426065	"Women"	"PUR"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00748983001561
"HG01199"	0.891391252990071	0.899960999729643	0.830136782110538	"Men"	"PUR"	"AMR"	"B"	"HG01197"	"HG01198"	0.0291323879482747	0.866158002049852	3.12975636793222	0.215845966099059	0.990477646540077
"HG01204"	0.860233238942385	0.839524383096054	0.545752704658371	"Men"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.02466736674158
"HG01248"	0.865299545198629	0.85807472912211	0.893679308778642	"Women"	"PUR"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.00841979821957
"HG01250"	0.677115918989453	0.686471943311605	0.893679308778642	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.986370856939881
"HG01251"	0.704551084909953	0.713296927514147	0.893679308778642	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.987738847222189
"HG01252"	0.723087922508419	0.728589828097757	0.965282837318168	"Men"	"CLM"	"AMR"	"A"	"HG01250"	"HG01251"	0.0263101398826679	0.704551084909953	0.0678938453958904	0.677115918989453	0.992448555583458
"HG01253"	0.745586708203531	0.754289681479689	0.904541442426065	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.988462027931914
"HG01254"	0.678679779284507	0.688940933156821	0.885293099554852	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.985105901858239
"HG01255"	0.676365899141946	0.68794827406484	0.852484919134445	"Men"	"CLM"	"AMR"	"B"	"HG01253"	"HG01254"	-0.00340938423861645	0.678679779284507	-0.0928407230171387	0.745586708203531	0.983163886938102
"HG01256"	0.84895006990398	0.853693838416084	0.939504291818089	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.994443243820401
"HG01257"	0.767415437526678	0.760334697674518	0.92076689376488	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00931266174464
"HG01258"	0.75761194280286	0.764587239014975	0.907902711132538	"Men"	"CLM"	"AMR"	"B"	"HG01256"	"HG01257"	-0.012774690531916	0.767415437526678	-0.107589515967001	0.84895006990398	0.990877043382124
"HG01259"	0.889937193276439	0.876960803670692	0.70363620867065	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01479700067715
"HG01271"	0.740053451374644	0.753848531984672	0.827792680340382	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.981700461001483
"HG01274"	0.708822444449479	0.704871659332683	0.984353102267515	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00560497086879
"HG01275"	0.95257874697127	0.962318842058312	0.631745596416748	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.989878515663053
"HG01276"	0.97199348362222	0.968974642248639	0.90962332497125	"Women"	"CLM"	"AMR"	"A"	"HG01274"	"HG01275"	0.0203812406194018	0.95257874697127	0.371279212775406	0.708822444449479	1.00311550090369
"HG01277"	0.599073775677063	0.611077084075633	0.862507280903349	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.980357128893604
"HG01278"	0.662827479727065	0.663146252972961	0.999243398102894	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.999519301746081
"HG01279"	0.642764426642932	0.672881374532096	0.522721610607582	"Women"	"CLM"	"AMR"	"B"	"HG01277"	"HG01278"	-0.0302688915257319	0.662827479727065	0.0729303346929025	0.599073775677063	0.955241816716792
"HG01341"	0.39925443074426	0.39685122908361	0.984353102267515	"Men"	"CLM"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.00605567397687
"HG01342"	0.787522266304044	0.785411773184365	0.984353102267515	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00268711673511
"HG01343"	0.780166147455867	0.773363023031485	0.929095027218076	"Women"	"CLM"	"AMR"	"A"	"HG01341"	"HG01342"	-0.00934083919010894	0.787522266304044	0.954057581781974	0.39925443074426	1.00879680592656
"HG01344"	0.572940428228248	0.580656288001681	0.936131424103806	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.986711829471465
"HG01345"	0.760797801875808	0.78353880555812	0.562575178230293	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.970976544465959
"HG01346"	0.784008307372793	0.793067750666043	0.892223527957832	"Women"	"CLM"	"AMR"	"B"	"HG01344"	"HG01345"	0.0305081132460661	0.760797801875808	0.368394110007645	0.572940428228248	0.988576709511083
"HG01347"	0.759344154427619	0.76851800733492	0.893679308778642	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.988062930445684
"HG01348"	0.589855321751428	0.603970948603209	0.830136782110538	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.976628632743967
"HG01349"	0.641997141454298	0.64146755714283	0.989526681022476	"Women"	"CLM"	"AMR"	"A"	"HG01347"	"HG01348"	0.0883976422354677	0.589855321751428	-0.154537323147994	0.759344154427619	1.00082558237836
"HG01350"	0.609482139537485	0.616662248642026	0.936131424103806	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.988356496412172
"HG01351"	0.685145761581866	0.703275141162555	0.693925163752053	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.974221498074396
"HG01352"	0.710479086542145	0.722223828162134	0.862507280903349	"Women"	"CLM"	"AMR"	"A"	"HG01350"	"HG01351"	0.0369750881940643	0.685145761581866	0.165709444876109	0.609482139537485	0.98373808622477
"HG01353"	0.809722905394327	0.803526604697674	0.92698449019364	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00771138212528
"HG01354"	0.840083073727934	0.841423136576538	0.984353102267515	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.998407385309065
"HG01355"	0.815674748295634	0.826885497063354	0.821309357767603	"Women"	"CLM"	"AMR"	"A"	"HG01353"	"HG01354"	-0.0290546568495731	0.840083073727934	0.00735046873647305	0.809722905394327	0.986442199303852
"HG01356"	0.730677420953063	0.722409058675533	0.904541442426065	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01144554069226
"HG01357"	0.68316758918122	0.687391695556076	0.957187460153707	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.993854877208781
"HG01358"	0.682982612837991	0.66804056479008	0.821309357767603	"Men"	"CLM"	"AMR"	"A"	"HG01356"	"HG01357"	-0.00027076276181406	0.68316758918122	-0.065274780289311	0.730677420953063	1.02236697714997
"HG01359"	0.714492543901053	0.716851929633174	0.984353102267515	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.996708684688444
"HG01360"	0.798172987871349	0.788901284220533	0.839047031641111	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01175267912002
"HG01361"	0.786638975424022	0.781655912153882	0.929095027218076	"Women"	"CLM"	"AMR"	"B"	"HG01359"	"HG01360"	-0.0144505171467743	0.798172987871349	0.100975765441941	0.714492543901053	1.00637500873806
"HG01366"	0.728168947955299	0.740927207891064	0.830136782110538	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.982780683716448
"HG01367"	0.735876719682714	0.737878141858015	0.984353102267515	"Women"	"CLM"	"AMR"	"B"	"HG01365"	"HG01366"	0.0105851420182886	0.728168947955299	-0.167032057693379	0.883439424625339	0.997287597962637
"HG01374"	0.709000093098475	0.721209141554841	0.84030281869116	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.98307141749473
"HG01375"	0.733937977082333	0.738362612344652	0.957187460153707	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.994007503646117
"HG01376"	0.737099539229333	0.749722404279611	0.821309357767603	"Women"	"CLM"	"AMR"	"A"	"HG01374"	"HG01375"	0.00430766937496384	0.733937977082333	0.0396324999169717	0.709000093098475	0.98316328153164
"HG01377"	0.643130992129983	0.66196020238074	0.709276232610934	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.971555374200687
"HG01383"	0.730723615227878	0.742702504078617	0.832446253741267	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.983871215210725
"HG01384"	0.74678590125829	0.757490607038407	0.865298578673827	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	0.985868199974162
"HG01385"	0.738598871302721	0.755055138226766	0.739352538349699	"Women"	"CLM"	"AMR"	"A"	"HG01383"	"HG01384"	-0.0109630215859375	0.74678590125829	0.0107773389428337	0.730723615227878	0.978205211658195
"HG01390"	0.773890530455742	0.763357436310295	0.892223527957832	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01379837759407
"HG01391"	0.713769559899977	0.729212423282608	0.821309357767603	"Women"	"CLM"	"AMR"	"B"	"HG01389"	"HG01390"	-0.077686660050434	0.773890530455742	-0.25368068818276	0.956386292834891	0.978822544858583
"HG01431"	0.768007174549231	0.744216911177285	0.562575178230293	"Men"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.03196684060069
"HG01432"	0.751509393426535	0.752537460976468	0.984353102267515	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.998633865284794
"HG01433"	0.724695400695486	0.734472098842535	0.893679308778642	"Men"	"CLM"	"AMR"	"B"	"HG01431"	"HG01432"	-0.0356801830630348	0.751509393426535	-0.056395012037701	0.768007174549231	0.986688809333321
"HG01437"	0.879543094496365	0.873112224422583	0.904541442426065	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00736545646012
"HG01455"	0.609145679321234	0.613018606403824	0.984353102267515	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.993682203048762
"HG01461"	0.619795634651494	0.573993570387799	0.0937316411611722	"Men"	"CLM"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.0797954308665
"HG01462"	0.625127073840179	0.62131378282382	0.984353102267515	"Women"	"CLM"	"AMR"	"C"	"0"	"0"	NA	NA	NA	NA	1.00613746406691
"HG01463"	0.629533954212119	0.632462602908345	0.984353102267515	"Women"	"CLM"	"AMR"	"C"	"HG01461"	"HG01462"	0.00704957528853874	0.625127073840179	0.0157121460949	0.619795634651494	0.995369451596414
"HG01465"	0.81331561900276	0.820524122312736	0.904541442426065	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.991214757599499
"HG01466"	0.831398093080336	0.837085951740311	0.929095027218076	"Women"	"CLM"	"AMR"	"B"	"HG01464"	"HG01465"	0.0222330343289694	0.81331561900276	0.0536309134613851	0.789079062182249	0.993205167703328
"HG01488"	0.8704574104208	0.8636992538648	0.904541442426065	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00782466411284
"HG01491"	0.822268328688483	0.827467598416109	0.941713452284503	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	0.993716648558108
"HG01492"	0.764780867312764	0.762803051125965	0.985210457722732	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.00259282679045
"HG01493"	0.800623052959502	0.814841025707088	0.78960012048125	"Women"	"CLM"	"AMR"	"A"	"HG01491"	"HG01492"	0.0468659549142188	0.764780867312764	-0.026323859224282	0.822268328688483	0.982551231100265
"HG01494"	0.623370660904267	0.595405017074932	0.545752704658371	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.04696911014745
"HG01495"	0.634100411692751	0.626678038987936	0.936131424103806	"Women"	"CLM"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.01184399682619
"HG01496"	0.612289137746109	0.616429546349182	0.984353102267515	"Women"	"CLM"	"AMR"	"A"	"HG01494"	"HG01495"	-0.0343971925336174	0.634100411692751	-0.0177767800975474	0.623370660904267	0.993283241162604
"HG01497"	0.624150390136221	0.609608164445163	0.827792680340382	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.0238550376114
"HG01498"	0.662670391994857	0.652131343778609	0.87905796581773	"Women"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.01616092880183
"HG01499"	0.67035436278581	0.6570523761255	0.84030281869116	"Men"	"CLM"	"AMR"	"B"	"HG01497"	"HG01498"	0.0115954641761221	0.662670391994857	0.0740269867323254	0.624150390136221	1.02024494110918
"HG01550"	0.736238909136106	0.732530230145862	0.984353102267515	"Men"	"CLM"	"AMR"	"B"	"0"	"0"	NA	NA	NA	NA	1.00506283404783
"HG01565"	0.353444249092475	0.330920933289357	0.599741021685913	"Men"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.06806252955725
"HG01566"	0.570450673351401	0.54348798812392	0.562575178230293	"Women"	"PEL"	"AMR"	"A"	"0"	"0"	NA	NA	NA	NA	1.04961045288334
